data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
2 de março de 2025;Hotel fantástico, volto com certeza;Hotel maravilhoso, localização fantástica, café da manhã mto bom, equipe que trabalha no hotel educadíssimos. Tudo fantástico;Gostei de tudo;10;;;;
24 de fevereiro de 2025;Tranquila e confortável;Vista do mar;Sem queixas;8;;;;
24 de fevereiro de 2025;otimo descanso;excelente localização;melhorar a limpeza do chão no quarto .;10;;;;
22 de fevereiro de 2025;Ótimo hotel e localização.;Restaurante excelente, linda vista do mar.;Sinal do wifi bem ruim.;10;;;;
21 de fevereiro de 2025;Estadia excelente!!!;Excelente atendimento,localização, café da manhã, tambiente, limpeza, super recomendo!!!;Não tenho reclamação;10;;;;
18 de fevereiro de 2025;Atendimento gentil e que procura atender o cliente .;Do atendimento e flexibilidade para mudar para o quarto desejado .;Estava tudo bom;10;;;;
16 de fevereiro de 2025;Excelente vista da praia !;Ar condicionado;Nada;8;;;;
16 de fevereiro de 2025;Excepcional;Acomodações e localização incríveis.;;10;;;;
12 de fevereiro de 2025;Hotel que sempre voltarei!;Apto Amplo;;10;;;;
11 de fevereiro de 2025;Extraordinário!;As acomodações , a vista para o mar e próximo a tudo;Gostei de tudo;10;;;;
6 de fevereiro de 2025;Ótima;Da acomodação. Excelente;;10;;;;
4 de fevereiro de 2025;Linda vista do mar;Quarto em frente ao mar e excelente cafe da manhã;;10;;;;
3 de fevereiro de 2025;Fantástico;O café da manhã é maravilhoso, e a funcionária que faz a tapioca é tão simpática que já vale a hospedagem. A vista do quarto é espendida e o tamanho também.;O limpeza do quarto. Todo dia tinha falhas, foi muito cansativo, afinal é um hotel de várias estrelas e tais falhas não deveriam ter acontecido.;9;;;;
2 de fevereiro de 2025;Boa estadia;Cafe da manha bom;;;;;;
"Quarto amplo limpo e confortavel.""";Area de piscina e sem atendimento;8;;;;;;
1º de fevereiro de 2025;Fantástico;Vista e o café da manhã;Piscina;9;;;;
29 de janeiro de 2025;Fantástico;Localização;;9;;;;
28 de janeiro de 2025;A melhor acomodação de Recife;A simpatia da recepção , a disponibilidade dos funcionários e a chef do café da manhã !;Absolutamente tudo muito bom não tem nada a reclamar;10;;;;
28 de janeiro de 2025;Localização e atendimento excelentes.;Localização, café da manhã, gentileza dos funcionários.;Limpeza. Havia sabonetes usados na janela do banheiro.;9;;;;
27 de janeiro de 2025;Fantástico;Fiquei em um quarto duplo, no 11° andar, e achei bem espaçoso. A vista da Praia de Boa Viagem também, nossa, era de tirar o fôlego.;Nada ficou a desejar. Melhoraria só os elevadores e as trancas das portas. Os elevadores demoram um pouco devido a alta demanda. A tranca da porta do 1107 também deu uma canseira, porque nem sempre reconhecia o cartão de primeira.;9;;;;
27 de janeiro de 2025;Localização ótima;Localização ótima, quarto com vista fabulosa, limpeza, academia excelente, cama enorme. Restaurante anexo muito bom.;N/A;10;;;;
27 de janeiro de 2025;Hotel excelente;Localização excelente e com vista mar;;;;;;
"Menção mais que especial para o funcionário Cleiton que foi o único cordial e prestativo.""";Ao realizar o check-in não nos foi informado nada sobre a dinâmica do hotel, como horário e localização de onde seria o café da manhã, por exemplo;;;;;;;
25 de janeiro de 2025;Excelente estadia!;Conforto, localização, linda vista! Café da manhã excelente.;Nada, tudo perfeito.;10;;;;
25 de janeiro de 2025;Muito boa;Conforto;Banheiro muito pequeno , a sacada nao tem tela de proteção;10;;;;
25 de janeiro de 2025;Confortavel;Ampla e confortavel, so o banheiro é muito pequeno;Banheiro muito pequeno ;;;;;
25 de janeiro de 2025;Boa;Normal;Cama;8;;;;
24 de janeiro de 2025;Hotel excelente! Ressalto a gentileza e carinho que fomos atendidas no restaurante pela equipe de garçons!;Hotel confortável, ambiente agradável, bem localizado!;A ducha deixou a desejar.;10;;;;
23 de janeiro de 2025;Muito bom;A equipe é sensacional.;Meu filho tem alergia a ácaros e, ao permanecer no quarto, teve uma crise alérgica. É importante realizar uma limpeza mais específica, focando especialmente nas cortinas, na manutenção de um ambiente bem ventilado, e na eliminação de tudo o que possa acumular ácaros. Agradeço pela atenção.;8;;;;
22 de janeiro de 2025;Excelente;;O booking mostrar um quarto e ser outro;10;;;;
22 de janeiro de 2025;alegria total;O pessoal da recpção é super atencioso, foram muito gentis em tudo que se precisou;;10;;;;
21 de janeiro de 2025;Boa.;Quarto amplo, com vista para o mar e muito limpo.;1) toalhas muito antigas.;;;;;
"2) cardápio do restaurante é muito restrito""";8;;;;;;;
21 de janeiro de 2025;Muito bom;cama confortavel, e ar condicionado bom.;me colocaram em um quarto para deficiente, sendo que não sou, e tenho 1.82 altura. Entao foi bem complicado usar a pia.;;;;;
Isso;" porque fiz reserva com muita antecedencia.""";8;;;;;;
20 de janeiro de 2025;Luxo e conforto em boa viagem;A vista para o mar é incrível, as camas são super confortáveis, o quarto grande, o chuveiro é ótimo e os funcionários muito simpáticos (com destaque para Maria que nos recebeu com muito carinho). O café da manhã é repleto de opções gostosas.;Nada, tudo foi maravilhoso.;10;;;;
20 de janeiro de 2025;Ótimas acomodações para viagem em família.;Amplo espaço nas acomodações;Um dos aparelhos de ar condicionado não funcionou. Tentaram trocar capacitor, mas o problema era com o gas.;10;;;;
20 de janeiro de 2025;Excepcional;Localização e atendimento.;;10;;;;
16 de janeiro de 2025;Excepcional;Da atendente da tapioca! E das instalações.;Barulho da central de ar provavelmente pq fiquei em andar baixo.;10;;;;
16 de janeiro de 2025;Fantástico;Da localização;Da limpeza esquecendo de limpar o quarto vários dias;9;;;;
15 de janeiro de 2025;Fantástico;Funcionários atenciosos e localização!;Café da manhã;9;;;;
14 de janeiro de 2025;Hotel excelente e bem localizado.;Café da manhã excelente. Camas confortáveis e limpas. Tomadas USB nos quartos. Academia com aparelhos novos. Funcionários solícitos e cordiais. Fui ao restaurante apenas no café da manhã, mas ele aparenta ser excelente para as outras refeições.;A piscina é muito pequena, meio escondida e não muito convidativa. Como são muitos apartamentos, as vezes parece que os elevadores (que são muito bons, com vista) não dão conta, pois há uma demora considerável quando chamamos eles. O quarto é totalmente funcional, mas o frigobar destoava um pouco dos outros aparelhos por ser um pouco antigo.;10;;;;
14 de janeiro de 2025;Voltaria com certeza;Da localização que era perto de tudo e bem perto do aeroporto.. O hotel fica de frente pra praia e a praia curtimos muito!! o quarto era espaçoso e limpo. o café da manhã era perfeito. tapioca feita na hora.;o valor;10;;;;
12 de janeiro de 2025;Maravilhosa!;Limpeza e organização!;;10;;;;
9 de janeiro de 2025;Funcionários excelentes e ótimo café da manhã;Tudo;-;10;;;;
9 de janeiro de 2025;Colaboradores super atenciosos. Café da manhã muito bom!;Tudo.;-;10;;;;
9 de janeiro de 2025;Gostei do hotel !;Quartos espaçosos , café da manhã bom , hotel também bonito .;Do banheiro precisando de manutenção, inclusive o vaso estava com a descarga estragada , mas chamei o pessoal da manutenção foram na hora e arrumaram mas já peguei o vaso estragado então são coisas que tem que ser olhada antes do hóspedes chegar .;8;;;;
8 de janeiro de 2025;Ótimo;Tamanho, móveis confortáveis cama grande ;;;;;;
"TVs novas e ar condicionado novos""";Arrumação podia ser melhor;8;;;;;;
7 de janeiro de 2025;Ótima mas precisa de mais cuidado!;A localização é perfeita! O restaurante é ótimo! O café da manhã também é muito bom. Os funcionários são gentis e eficientes!;;;;;;
Uma é especial;" a Maria do restaurante.""";A limpeza deixa a desejar!;;;;;;
Vamos lá:;;;;;;;;
O piso do quarto é empoeirado; a limpeza diária não contempla passar pano no chão e o banheiro deixa a desejar.;;;;;;;
O piso da academia está sujo e a bola muito suja!;;;;;;;;
O chuveiro da piscina também está sujo!;;;;;;;;
"Resumindo o hotel precisa de uma faxina bem feita!""";8;;;;;;;
6 de janeiro de 2025;Muito bom;Localização e cortesia do time;Limpeza do quarto pode melhorar;8;;;;
5 de janeiro de 2025;Muito boa;Excelente, a pessoa que faz os alimentos matinais é extraordinária e muito comunicativa. Está sempre alegre.;Ser muito perto do meu evento.;10;;;;
5 de janeiro de 2025;Fantástico;Atendimento excepcional.;;;;;;
Cama extremamente confortável.;;;;;;;;
Higiene impecável ;;;;;;;;
Gastronomia sensacional.;;;;;;;;
"Vista para Praia.""";Movelaria do quarto danificada.;;;;;;;
Ducha deixa a desejar.;;;;;;;;
"Café da manhã razoável""";9;;;;;;;
5 de janeiro de 2025;Maravilhosa;Tudo;Tudo;10;;;;
5 de janeiro de 2025;Excepcional;Café da manhã excelente;;10;;;;
4 de janeiro de 2025;Fantástico;Hotel bom! Cafe da manha bom!;;9;;;;
3 de janeiro de 2025;Muito bom;A Hiela (café da manhã) e o Davi (bar) são um patrimônio do Radisson!!!! A localização é excelente e a vista, imbatível.;O quarto já merece uma modernização, principalmente o banheiro.;8;;;;
3 de janeiro de 2025;Sempre me hospedo nesse hotel;Café da manhã delicioso.;;;;;;
Atendimento na recepção excelente.;;;;;;;;
"Quarto ótimo.""";Na área da piscina, muitos pratos e copos largados nas mesas por um longo tempo.;8;;;;;;
3 de janeiro de 2025;Muito legal!;Hotel lindo, quarto amplo, cama confortável.;Nada!;9;;;;
2 de janeiro de 2025;Excepcional;Atendimento dos funcionários;Nada;10;;;;
2 de janeiro de 2025;Muito bom;Localização e cordialidade.;Flexibilidade;8;;;;
2 de janeiro de 2025;PERFEITO;É o melhor hotel de Recife sem duvida. Tudo nele é perfeito, desde o checkin até o checkout. Quarto excelente, digno de um hotel 5 estrelas. Limpeza impecável. Café da manha perfeito, com toda a simpatia do pessoal que tornam muito melhor. No dia que fui tinha ainda um cara tocando saxofone que me deixou sentindo Dona Helena haha;nada, amei tudo;10;;;;
2 de janeiro de 2025;Fantástico;Ótima Localização, ótima infraestrutura, equipe muito atenciosa e prestativa. Fiquei surpreendida e extremamente satisfeita com o atendimento ao pet, disponibilizaram caminha de ótima qualidade, potes de água e comida, brinquedos, lenços umedecidos e tapete higiênico.;A qualidade/sabor da comida deixou um pouco a desejar, pela infraestrutura/preço do hotel, esperava mais.;9;;;;
31 de dezembro de 2024;Muito bom;Localização excelente.;Espaço de.piscina;8;;;;
30 de dezembro de 2024;O melhor do Recife;Limpeza, gentileza e educação de todos funcionários e café da manhã. A chef que faz as tapiocas e omeletes no café é gentil e super alto astral. Localização, ambiente agradável e familiar.;No apartamento triplo, no quarto extra, o barulho do ar é um pouco incomodo;9;;;;
29 de dezembro de 2024;Boa, porém a recepcionista no check out necessita ser mais polida com os hóspedes;Acomodação com bom ar condicionado;Nada;8;;;;
29 de dezembro de 2024;Excepcional;Hotel bem localizado, com boa instalação e café da manhã com opções variadas.;Foi tudo muito bom.;10;;;;
28 de dezembro de 2024;Fantástico;Excelente localização e café da manhã. Funcionários muito solícitos. Quarto com vista maravilhosa, espaçoso e confortável.;;9;;;;
27 de dezembro de 2024;Estadia impecável. Com certeza voltaremos outras vezes.;Estrutura e organização do hotel em geral. Quarto, café da manhã e tudo maravilhoso!;Até o momento tudo foi maravilhoso.;;;;;
Atendimento foi ótimo ;;;;;;;;
"Estadia foi ótima""";9;;;;;;;
27 de dezembro de 2024;Foi boa a estadia!;Da localização;O ar condicionado do nosso quarto não estava funcionando direito ou não dava conta do calor. Na reserva pedi um quarto de frente para o mar e na hora me deram um lateral!! Tinha um elevador estragado no hotel e acabava sobrecarregando os outros, fazendo muita falta!!;8;;;;
26 de dezembro de 2024;Excepcional;Localização;;10;;;;
24 de dezembro de 2024;Outra boa experiência com o hotel!;Excelente localização, pessoal que trabalha no hotel é cortes e orientados para o cliente!;;;;;;
Bom café da manhã e acomodações também são confortáveis!;;;;;;;;
"A ilha onde preparam a tapioca e omelete no café da manhã tem uma atendente super carismática!""";Alguns pequenos detalhes, mas que quando levantados foram prontamente resolvidos pela qualidade do time do hotel!;9;;;;;;
23 de dezembro de 2024;Fantástico;;atendimento na recepção;9;;;;
21 de dezembro de 2024;Hotel top;Cama;Nada;10;;;;
19 de dezembro de 2024;Excelente experiência;Hotel de excelência. Não sei qual é o plano de carreira, mas vi funcionários com sorriso sincero, trabalhando felizes.;;;;;;
Ambientes limpos. Café da manhã bem completo. ;;;;;;;;
Boa localização;" perto de bares excelentes.""";Nenhuma questão relacionada ao hotel.;10;;;;;
19 de dezembro de 2024;Fantástico;Academia;;9;;;;
19 de dezembro de 2024;Muito bom;Localização excelente;Quartos já precisam ser renovados;8;;;;
19 de dezembro de 2024;Estadia muito agradável;Este hotel é muito simpática bem em frente a praia. Possui um bom cafe da manhã, bem variado. Gostei bastante do colchão ser resistente e confortável. A sacada no quarto com vista para a praia eh muito relaxante.;A parte que precisa ser melhorada esta no banheiro. O ducha higiênica da bacia é muito fraca. O jato d’agua nao permite nenhuma higienização. ;;;;;
O box do chuveiro eh de bom tamanho;" o chuveiro eh bom mas o piso eh escorregadio. Perigoso de provocar quedas.""";8;;;;;;
18 de dezembro de 2024;Muito boa;De tudo;Da internet;10;;;;
18 de dezembro de 2024;Excelente!;Tudo muito bom, camas confortáveis, café da manhã excelente, funcionários atenciosos.;;10;;;;
18 de dezembro de 2024;Excepcional;;Faltou uma área de brinquedoteca para crianças;10;;;;
16 de dezembro de 2024;Prazeroza;Excelente café da manhã. Muita variedade.;;8;;;;
12 de dezembro de 2024;Ótima;Funcionários gentis, localização ótima, hotel de frente pra praia.;;10;;;;
11 de dezembro de 2024;Fantástico;Da localização, em frente à praia de Boa Viagem. ;;;;;;
Do tamanho do quarto; muito espaçoso.;;;;;;;
Da TV grande.;;;;;;;;
"Muitas tomadas""";Tamanho do Box. Poderia ser maior.;;;;;;;
Travesseiro poderia ser melhor.;;;;;;;;
Poderia ter mais lugares para pendurar roupas. ;;;;;;;;
"Café da manhã poderia ter mais opções de pães e de doces. Achei fraco para o nível do hotel.""";9;;;;;;;
10 de dezembro de 2024;Fantástico;Próximo a restaurantes bons.;Não fomos aconselhados a caminhar a noite;9;;;;
9 de dezembro de 2024;Maravilhoso!!!!!! Melhor de boa viagem!;Excelente quarto, espaçoso, arejado, vista deslumbrante da praia de boa viagem. Profissionais maravilhosos, educados, cordiais! Com certeza na minha proxima ida a recife, voltarei para o Radisson! Obrigada a toda equipe!;O chuveiro do meu quarto era mais fraco, mas so isso a pontuar.;10;;;;
9 de dezembro de 2024;Muito boa;Localização e conforto;Preço e pagamento de estacionamento, para um hotel desse nível (paguei 840,00 pela diária tripla e ainda tive que pagar pelo estacionamento). O valor é irrisório (25,00), mas não justifica.;9;;;;
9 de dezembro de 2024;Excelente opção em Recife;Localização excelente, conforto, vista e café da manhã.;;10;;;;
8 de dezembro de 2024;Fantástico;Ótima localização, vista incrível, quarto confortável, bom restaurante, atendimento pessoal muito atencioso e cortês. A arquitetura do hotel e seu saguão são notáveis!;Nenhuma reclamação.;9;;;;
8 de dezembro de 2024;Excepcional;Tudo, e a simpatia e carinho da funcionária que faz tapioca , muito educada;Nada;10;;;;
7 de dezembro de 2024;Excepcional;Impecável o hotel e o atendimento de seus funcionários. Voltaríamos com toda a certeza!;;10;;;;
4 de dezembro de 2024;Excepcional;instalações, localização e principalemnte atendimento da equipe em Geral, em especial ao Rummenigge.;elevadores, péssimos acessos aos andares, foi uma insatisfação geral.;10;;;;
3 de dezembro de 2024;Boa localização e esquipe gentil.;Localização, quarto simples, mas confortável. Pessoal do café nota mil.;Demora na recepção.;8;;;;
2 de dezembro de 2024;Excepcional;A localização é ótima, camas muito boas e as meninas da tapioca no café da manhã são uma simpatia (e as tapiocas divinas)!;Não gostei do travesseiro. O chuveiro demorava muito a esquentar e a água quase não tinha pressão, mesmo estando em andar baixo. Mas mesmo assim compensou porque o quarto era excelente.;10;;;;
2 de dezembro de 2024;Excepcional;Adorei a minha estadia no Radisson. O hotel é maravilhoso, muito organizado e completo. Os funcionários são muito agradáveis e educados. Além disso, a localização do hotel é perfeita, me senti muito segura! O café da manhã é espetacular, possui grande variedade de itens, mas o que mais me agradou foi a tapioca da Hiale, que sem dúvidas, é a alegria daquele café, funcionária muito querida e que trabalha com amor. Com certeza, voltarei muitas vezes! Recomendo.;;10;;;;
30 de novembro de 2024;Excepcional;Tudo;Nada a reclamar.;10;;;;
29 de novembro de 2024;Todos os meus pedidos foram atendidos com presteza e simpatia. Apartamento limpo e confortável.;Não experimentei o café da manhã.;Demora no check in.;9;;;;
28 de novembro de 2024;Boa relação custo beneficio.;Localização, tamanho do quarto e conforto.;O café da manhã demora muito para ser reposto, faltam muitos itens.;9;;;;
28 de novembro de 2024;IMPECAVEL;Excelente atendimento de toda equipe em especial a gerente DANIELE. CAFE DA MANHÃ DELICIOSO COM MUITAS OPÇÕES;tudo perfeito não gostei de não poder ficar mais a gente se sente em casa;10;;;;
27 de novembro de 2024;Vista incrível, conforto e na melhor localização de Recife.;A experiência de me hospedar no Radisson foi sensacional. A localização é excelente, quarto extremamente confortável, ambienta do hotel é agradável e o café da manhã delicioso. A equipe é atenciosa, solícita e alegre. Escolhi para passar meu aniversário de casamento e foi a melhor decisão.;Não há nada que eu não tenha gostado.;10;;;;
26 de novembro de 2024;Foi muito boa;Muito bom;;8;;;;
25 de novembro de 2024;muito boa mas não excelente por causa da quantidade insuficiente de água saindo do chuveiro.;cama confortável.;chuveiro com pouca água, sem chance de aumentar o volume da água.;10;;;;
25 de novembro de 2024;Estadia boa, porém com a surpresa de ter pagar o estacionamento.;Apartamento;De pagar o estacionamento;8;;;;
25 de novembro de 2024;Excepcional;;Estacionamento pago. A hospedagem já é bem cara para ser cobrado estacionamento.;10;;;;
25 de novembro de 2024;Quarto magnifico;Quarto fabuloso;Comida deixou a desejar e os elevadores;9;;;;
25 de novembro de 2024;Excepcional;Limpeza, boa estrutura e localização. ;;;;;;
O café da manhã também é excelente; com muitas opções.;;;;;;;
;;;;;;;;
O preço não é muito baixo; mas levando em consideração tudo que oferece o custo benefício é excelente. Possui estacionamento pago;" é seguro e bem organizado.""";;10;;;;
24 de novembro de 2024;Excepcional;Excelente estrutura e localização. Limpeza excelente e funcionários super simpáticos.;;10;;;;
22 de novembro de 2024;Excelente hospedagem ! Até breve !!!;Excelente ! Desde a simpatia e carinho dos funcionários conosco , conforto do apartamento , chuveiro ótimo . Café da manhã divino . Precisamos ressaltar um diferencial muito grande, que é sem dúvida nenhuma a Hiale . Energia ímpar , amor em nos atender com sua arte em fazer tapiocas e as mais deliciosas omeletes do mundo ! De verdade não tem igual ! Votaremos com toda a certeza !! ;;;;;;
Gostaria também de dizer que mesmo com a falta de energia que ocorreu ( onde o hotel depende da companhia para resolução ); tivemos todo o apoio da gestão em deixar mais leve a situação . E isso de forma alguma muda nossa satisfação e ótima experiência com o hotel . ;;;;;;;
"Tudo fantástico !!!!""";De ter ficado pouco tempo !;10;;;;;;
20 de novembro de 2024;Maravilhosa! Um dia perfeito num hotel luxuoso!;Tudo muito organizado. Camas confortáveis, quarto bom e aconchegante! Banheiro limpo e funcional.;Gostei de tudo!;10;;;;
20 de novembro de 2024;Muito bom;A vista para o oceano é incrível.;Não gostámos das pizzas que pedimos no restaurante. Não recomendo;8;;;;
18 de novembro de 2024;Ótima estadia;Ótima estadia em Recife! Hotel bem confortável e ótima localização com uma linda vista!;Gostei de tudo.;10;;;;
18 de novembro de 2024;NOSSA ESTADIA FOI MARAVILHOSA...;GOSTEI DE TUDO ! DO CHECK IN AO CHECK OUT, TODOS OS FUNCIONARIOS EXTREMAMENTE SIMPATICOS E ATENCIOSOS, SEMPRE ATENTOS PARA O MELHOR ATENDIMENTO...MAS O MELHOR FOI O RAPAZ SIMPATICO ... O MENSAGEIRO!;;;;;;
"QDO RETORNAR A RECIFE JÁ TENHO ENDEREÇO CERTO!""";;9;;;;;;
18 de novembro de 2024;Excepcional;Localização. Atenção dos funcionários. Simpatia em geral .;;10;;;;
15 de novembro de 2024;Quase perfeita.;Cafe da manha excelente;Houve uma intercorrencia atipica de falta de energia nos quartos. Area comum e elevadores okay com uso de geradores . O Hotel , muito sensivel com o a situacao deu 50% de descontonma hospedagem. Justo.;9;;;;
15 de novembro de 2024;Descansando em Boa Viagem!;Localização, Instalações. A moça que prepara as tapiocas é um amor de pessoa, maravilhosa demais!;Hotel não trabalha com meia diária, piscina pequena.;8;;;;
14 de novembro de 2024;Excelente custo x benefício;Atendimento primoroso dos funcionários. Qualidade dos quartos. Bom café da manhã. Vista maravilhosa da praia. Localização, incluindo supermercados e farmácias ao redor.;Um pouco de ruído externo, mas nada exagerado.;10;;;;
13 de novembro de 2024;Muito bom;Tudo. O café da manhã é muito bom.;O pão francês do café da manhã não faz jus à qualidade do restante do buffet.;8;;;;
13 de novembro de 2024;Excelente acomodação com boa localização;Localização boa na Praia de Boa Viagem. Equipe atenciosa e prestativa na recepção e entrada. Quarto bastante confortável, limpo, com excelente vista para o mar, especialmente se for andar alto. Tivemos um upgrade, o que foi muito gentil. Café da manhã bastante variado e completo. Não conheci a parte social de piscina, academia, etc então essa não posso opinar. Gostamos bastante da nossa estadia.;Gostei de tudo, mas alguns pontos de melhoria: incluir leite desnatado no café da manhã. Como o horário do café é até às 10h, acho impróprio irem passando nas mesas às 10:05h perguntando se vai querer algo mais do buffet. Se é até às 10h, é certo que alguém vai chegar no limite e precisa de pelo menos meia hora para tomar café tranquilo. Por fim, a porta do elevador faz um piiiiiiiiiiiiiiiiiiiiii quando tem alguém entrando e saindo, e durante o silêncio da noite dá para ouvir do quarto, o que é um pouco ruim. Mas nada que tenha atrapalhado nossa estadia, são apenas detalhes de melhorias pontuais. Foi tudo excelente!;10;;;;
11 de novembro de 2024;Excelente;Localização, acomodações, atendimento, limpeza, conforto,;Travesseiro, cortinas com maior vedação da claridade, opções de cervejas;10;;;;
11 de novembro de 2024;Excepcional;O pessoal é muito educado e cordial, em especial, a chef Hiale que nos tratou com muito carinho e pratos no café da manhã muito bons e personalizados. Melhor tapioca de coco que já comi.;;10;;;;
10 de novembro de 2024;Muito bom;Boa localizacao, funcionarios optimos, prontos para ajudar, pequeno almoço bom.;Limpeza no quarto deixou muito a desejar;8;;;;
10 de novembro de 2024;excelente;Café excelente e localização soberba;gostei de tudo;10;;;;
10 de novembro de 2024;Hotel confortável e funcional;Localização e café da manhã;Muitos andares e aptos, poucos elevadores ;;;;;
"Academia muito pequena""";8;;;;;;;
10 de novembro de 2024;Muito bom;Quarto espaçoso em andar alto com vista maravilhosa. Apenas sugiro trocar os blackouts por persianas que vedem a claridade totalmente.;;8;;;;
5 de novembro de 2024;Muito boa;Gostei do atendimento do check-in, do café e do check-out;Acho que um hotel dessa magnitude deveria ter, pelo menos uma cama de casal por quarto... o rapaz que atendia no bar, no momento de receber meu drink premio, poderia ser um pouco mais cordial;9;;;;
1º de novembro de 2024;Estadia agradável e com bons serviços.;Do espaço e conforto do quarto.;Faltou sabonete liquido para o banho, no ultimo dia.;9;;;;
1º de novembro de 2024;Não;Nao;Não;8;;;;
25 de outubro de 2024;Conforto e ótima receptividade em um hotel tradicional;Conforto e atenção dos funcionários. Muito bem recebido!;Hotel com aparência de envelhecido.;10;;;;
23 de outubro de 2024;Excepcional;De tudo. Da hospedagem do café do apto;De nada;10;;;;
22 de outubro de 2024;Fantástico;;O sinal de wifi no quarto não é bom. Não consegui acessar canais por assinatura na TV.;9;;;;
22 de outubro de 2024;Excepcional;Tudo;Não tenho nada negativo pra pontuar! Só aguardando minha nota fiscal;10;;;;
22 de outubro de 2024;Fantástico;café da manha excelente e localização também.;;9;;;;
21 de outubro de 2024;Fantástico;Localização muito boa, quartos espaçosos e ótimo café da manhã.;Os blecautes poderiam ser mais eficientes, pois os quartos ficavam muito claros a partir das 6h da manhã. Acho que o banheiro poderia ser um pouco mais moderno também.;9;;;;
21 de outubro de 2024;É um bom hotel executivo.;O banheiro é bom, especialmente o chuveiro.;O funcionamento dos elevadores. Muito demorado.;8;;;;
20 de outubro de 2024;Boa experiência que pode ser melhorada.;Localizada no coração da Boa Viagem, ao lado de excelentes opções gastronômicas. Dá para fazer uma boa caminhada e desfrutar de uma deslumbrande vista do por do sol e, em noite de lua cheia, o reflexo na água é um espetáculo à parte.;Alguns trechos da praia da Boa Viagem não são para banho, infelizmente, por causa dos alertas da presença de tubarões e de ataques a humanos ocorridos recentemente. À noite, caminhar pela rua não passa boa sensação de segurança.;9;;;;
20 de outubro de 2024;Voltarei em breve.;O hotel é bonito, limpo e bem localizado. A equipe é muito prestativa. ;;;;;;
Um agradecimento especial para:;;;;;;;;
#NOME?; Cesar; Maria; Juliana; Franklin e Cleiton;;;;
#NOME?; Claudia;;;;;;;
#NOME?; Elda; Hiale;" Karina e Heloisa.""";Voltar para casa.;10;;;
16 de outubro de 2024;Excepcional;De tudo. Funcionarios gentis , cafe da manhã e restaurante maravilhosos, quarto confortável, e ótima localização;Gostei de tudo;10;;;;
11 de outubro de 2024;Ótima;Tudo!;Nda;10;;;;
9 de outubro de 2024;Agradável;Café da manhã;Móveis danificados e Velho;8;;;;
7 de outubro de 2024;Tudo perfeito 💖;Staff atencioso, quarto super confortável, café da manhã maravilhoso (e uma vista linda da varanda);;10;;;;
7 de outubro de 2024;Ótima localização. Quarto espaçoso e bom custo/beneficio. Otimo atendimento!;localização;;8;;;;
6 de outubro de 2024;Fantástico;Localizacao;Cheiro de mofo na saída do elevador;9;;;;
