data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
31 de março de 2023;Nao volto e nao recomendo esse hotel a ninguem!;Dificil realmente dizer o que eu gostei de um hotel aeroporto. Eu simplesmente fiquei neste hotel porque cheguei em Recife de madrugada. Pura necessidade, nada mais!;A relação qualidade/preço deste hotel realmente é absurda! R$365 por uma noite eu achei um absurdo! Nem mesmo na europa eu pago isso num Ibis. No dia seguinte ainda tive que pagar acho que R$39 por um café da manhã horroroso. Tomei o pior café da minha vida! E olha que café e coisa facil de fazer, mas as máquinas e a qualidade do café e horrivel! A qualidade dos frios e pães tambem nao eram nada bom. Lamentavel!;5;;;;;;
30 de março de 2023;Praticidade;hotel excelente para transfer. equipe bem treinada e estadia confortável.;;10;;;;;;
29 de março de 2023;Excepcional;Excelente hotel. Limpo e confortável. Localizado em frente o aeroporto. Possuem um táxi com preço fixo de 10 reais para levar até o aeroporto, o que é ótimo.;;10;;;;;;
28 de março de 2023;Excelente opção para quem viaja de madrugada.;Excelente localização. A acomodação também estava adequada às nossas expectativas. O nosso voo saia muito cedo, então não usufruimos do café da manhã. Sugiro colocar um pequeno café a disposição para esses casos.;N?A;10;;;;;;
27 de março de 2023;Diária cara pelo o que é ofertado.;Localização;Custo Benefício, terceirização caríssima, tanto o estacionamento como tambem o café da manhã.;4;;;;;;
24 de março de 2023;Vale a pena pra quem precisa pegar um voo muito cedo.;Localização, conforto do quarto, atendiemnto no balcão.;Variedade do café da manhá e o Preço por diária achei caro.;6;;;;;;
22 de março de 2023;O valor da diária não é compatível com a hospedagem;Gostei da localização e do café da manhã;Das acomodações, limpeza e manutenção.;5;;;;;;
20 de março de 2023;Excepcional;Limpeza, atendimento, proximidade com o aeroporto.;;10;;;;;;
18 de março de 2023;Excepcional;As equipes são muito gentis;;10;;;;;;
16 de março de 2023;Proposta de acordo com o que é oferecido.;;Ficamos hospedados 2 dias e em seguida fomos para Maragogi. Apesar de não ter nada próximo referente a comércio o acesso via Uber é super rápido 😉,;10;;;;;;
13 de março de 2023;Excepcional;;Ar condicionado com baixa refrigeração;10;;;;;;
12 de março de 2023;Excepcional;Localização e facilidade;Tomadas longe da cama;10;;;;;;
9 de março de 2023;Decepcionante;Perto do aeroporto e café da manhã bom.;"Limpeza vergonhosa. Tinha um monte de cabelo colado por todo o box do banheiro. Nítido que mal teve limpeza de um hóspede pro outro. Qdo reclamamos na recepção, ganhamos um tímido ""desculpa"" e nos ofereceram um taxi ""cortesia"" pro aeroporto, que na vdd fica disponível pra qq hóspede, diariamente. Diária super cara pra ter q lidar com sujeira.";4;;;;;;
6 de março de 2023;PERFEITO! MARAVILHOSO!!;Tudo maravilhoso! Mas o que mais me chamou atenção foi o atendimento nota mil!!!;nihil;10;;;;;;
3 de março de 2023;melhor custo-benefício;café da msnhã;nada;10;;;;;;
25 de fevereiro de 2023;Excepcional;Proximidade ao aeroporto, simpatia dos funcionários....;;10;;;;;;
24 de fevereiro de 2023;ACHEI TUDO MARAVILHSO;CAFÉ DA MANHÃ E DO ASSEIO DOS LENÇOIS E TRAVESSEIROS;;10;;;;;;
23 de fevereiro de 2023;Excepcional;Quarto bom, atendimento atencioso, café até mais tarde e mimos de carnaval. Recomendo e voltarei.;;10;;;;;;
22 de fevereiro de 2023;Superou minhas especctativa.;Gostei muito do café da manhã, da gentileza da equipe de funcionário.,;Da localização. Não achei seguro andar a pé pelos arredores do hotel. arredores;10;;;;;;
21 de fevereiro de 2023;Excepcional;Do ambiente simples e aconchegante;;10;;;;;;
21 de fevereiro de 2023;Tudo ótimo;Proximidade com o aeroporto, conforto, atendimento.;Preferia se fosse estacionamento grátis p cliente 😁;10;;;;;;
21 de fevereiro de 2023;Excepcional;Passei o período do carnaval então o hotel se adaptou para receber os hóspedes: tinha salão de beleza para maquiagem e cabelo. O almoço estava muito gostoso com um preço justo. Café da manhã era incluso e muito bom . Funcionários atenciosos.;;10;;;;;;
15 de fevereiro de 2023;Excepcional;Localização;Preço da diária;10;;;;;;
14 de fevereiro de 2023;sempre bom ❤️;equipe maravilhosa! quarto tinha Netflix ❤️❤️❤️❤️;tudo é ótimo! só sinto falta de mais opção no cardápio;10;;;;;;
13 de fevereiro de 2023;Excelente para quem tem voo muito cedo;Quarto pequeno (padrão IBIS), porém, confortável.;;10;;;;;;
13 de fevereiro de 2023;ruim;chuveiro;cama travesseiro lençol e toalhas não tinha nem sabonete;5;;;;;;
12 de fevereiro de 2023;Lugar com otima localização;Calma, limpeza e conforto;As toalhas;10;;;;;;
7 de fevereiro de 2023;Muito boa. Recomendo. Sempre retorno.;Café da manhã bem sortido e bem preparado. Acomodações confortáveis e muito limpas. O wifi poderia ter uma abrangência melhor, pois, o sinal oscilou algumas vezes, o que dificulta um trabalho que necessita de uma conexão constante. No geral muito bom!!!!;Os preços estavam um pouquinho salgados, mas, compreensíveis talvez por estar nas proximidades de carnaval e ainda ser um período de férias em geral. A localização para quem necessita estar no aeroporto sempre nos horários é primordial e facilitador.;10;;;;;;
6 de fevereiro de 2023;Excepcional;Gosteii de tudo e Também perto do Aeroporto;O Restaurante é bom,mais demora muito.;10;;;;;;
4 de fevereiro de 2023;excelente;localização, limpeza e conforto;;10;;;;;;
3 de fevereiro de 2023;Excepcional;Tudo;;10;;;;;;
2 de fevereiro de 2023;decepção;café;os fucionario entra no quartos mesmo estado com a placa de não incomode é um casaco jeans q ficou e ele até agora não mim devolveu e barulho não dormir bem;6;;;;;;
1º de fevereiro de 2023;Nunca decepciona.;Tudo na rede Ibis é sempre de primeira qualidade. camas boas, banheiro bom, toalhas boas, ar condicionado em perfeito funcionamento.;Nada.;10;;;;;;
28 de janeiro de 2023;Muito muito caro para o q oferece;a localização do lado do aeroporto;só queria uma cama e um chuveiro para esperar o voo do próximo dia. Cama ruim, rai do banheiro entupido ou seja banho ruim. E um frigobar velho q fez barulho a noite toda!pessimo;1;;;;;;
28 de janeiro de 2023;péssima café da manhã cobrado a mais na diária;acomodação excelente porém o café da manhã é cobrado por fora paguei 64.00 a mais onde fala na reserva que tem cafe disponível e não incluso fiquem atento.;;10;;;;;;
28 de janeiro de 2023;Excepcional;cama excelente, café da manhã maravilhoso, com muita variedade;;10;;;;;;
27 de janeiro de 2023;Perto do aeroporto;Perto do aeroporto;A prateleira sobre a cama extra estava solta. Solicitamos uma solução, mas a equipe foi muito pouco solicita em conseguir a solução.;6;;;;;;
27 de janeiro de 2023;Bom para quem precisa ficar perto do aeroporto;Super próximo ao aeroporto.;As camas “extras” sao embutidas e podem ser revertidas em uma escrivaninha. Mas a cama fica com uma prateleira sobre ela, essa prateleira não tem nenhuma trava que evite que ela caia. Achamos muito inseguro para uma criança.;6;;;;;;
27 de janeiro de 2023;Custo Alto - Pouco Benefício;Atendimento dos Funcionários Excelente;;;;; Custos extras não especificados; Frigobar desabastecido, por tanto, tudo teria que descer para buscar (inclusive cobertores, encomendas); Pessoas excedentes por mais de 3h há custo;" E Sem varanda ou área livre segura para circular."",""6,0"""
26 de janeiro de 2023;Aceitável;Localização ruim;Silêncio;5;;;;;;
18 de janeiro de 2023;Recepção dos funcionários, muito educados e prestativos. Quarto limpo, camas confortáveis, excelente chuveiro. O café da;Recepção dos funcionários, muito educados e prestativos. Quarto limpo, camas confortáveis, excelente chuveiro. O café da manhã tem variedade e estava delicioso.;;10;;;;;;
18 de janeiro de 2023;Bom atendimento e cortesia;atendimento, presteza,;nada a reclamar;10;;;;;;
15 de janeiro de 2023;Excepcional;Organização;;10;;;;;;
15 de janeiro de 2023;Perto e com transfer para o aeroporto;mto próximo ao aeroporto e com serviço de transfer. É só pegar o táxi no aeroporto e avisar que vai para o íbis, não tem nem custo. Mto prático.;;10;;;;;;
10 de janeiro de 2023;Recomendo!;Localização e conforto;Preço;10;;;;;;
8 de janeiro de 2023;Decepcionante!;frio é desconfortável, não tinha coberta, passamos frio à noite toda.;o quarto;1;;;;;;
6 de janeiro de 2023;Excepcional;Tudo;;10;;;;;;
5 de janeiro de 2023;maravilhosa;limpeza;tudo ótimo;10;;;;;;
5 de janeiro de 2023;Aceitável;localização e praticidade.;Pessimo atendimento, negamos tarde e não tinha água, nem para comprar.;5;;;;;;
4 de janeiro de 2023;perfeita;tudo;;10;;;;;;
2 de janeiro de 2023;Excepcional;Camas maravilhosas, atendimento excelente.;;10;;;;;;
30 de dezembro de 2022;lamentável;café da manhã e caro e c;;4;;;;;;
28 de dezembro de 2022;;;;1;;;;;;
27 de dezembro de 2022;Excelente;Localização excelente, ao lado da localiza, e do aeroporto.;O estacionamento é pago, mas o serviço é bom e n foi tão caro, comparado a outros lugares: R$ 21,00, a diária.;10;;;;;;
26 de dezembro de 2022;ótima opcao para uma passagem rápida por recife para ir pra outras cidades ao redor;localizacao prox ao aeroporto, transfer incluso, wifi bom, café da manhã bom, quarto ótimo e limpo;Nao deixaram 2 toalhas mesmo com 2 pessoas na reserva, nao tem tomada da lado da cama;10;;;;;;
25 de dezembro de 2022;Satisfatório;quartos pequenos demais;;6;;;;;;
21 de dezembro de 2022;recomendo!!!!;da praticidade do hotel. Meu objetivo era apenas dormir, mas posso dizer que dormiria mais uns dias ali;o quarto é muito pequeno. Porém para a minha necessidade não me atrapalhou;10;;;;;;
16 de dezembro de 2022;Ruim.;Nada.;Quarto. Questionaram como eu tinha feito uma reserva se o hotel estava lotado. Me colocaram num quarto para deficiente.;3;;;;;;
15 de dezembro de 2022;razoável. Foi escolhido pela localização ao lado do aeroporto;localização;ar condicionado funcionando mal;6;;;;;;
6 de dezembro de 2022;Excepcional;boas e novas acomodações;;10;;;;;;
4 de dezembro de 2022;Excepcional;Localização excelente para quem tem voo pela manhã.;;10;;;;;;
21 de novembro de 2022;Excepcional;O atendimento de todos ;;;;;;;;
"Principalmente da Rose !""";Do taxista que nos levou para o hotel ...muito grosso !;10;;;;;;;;
21 de novembro de 2022;Excepcional;proximidade do aeroprto;;10;;;;;;
16 de novembro de 2022;perfeito pra quem quer proximidade do Aeroporto.;cama muito confortável, instalações novas. ;;;;;;;;
"ótimo chuveiro.""";quarto um pouco pequeno mas não atrapalhou.;10;;;;;;;;
14 de novembro de 2022;satisfação;tudo;nada a reclamar;10;;;;;;
14 de novembro de 2022;Ruim;a única coisa boa na acomodação foi a localização quanto ao aeroporto;quarto: sujo, empoeirado e travesseiro sujo, inclusive tive vários acessos de alergia devido a isso.;;;;;;;
café da manhã: simples; e com um capuccino que mais parecia lavagem de café. ;;;;;;;;;
instalações: normais; a única parte ruim é o valor para estacionar o carro; que custa mais que 20 reais só uma diária.;;;;;;;;
custo benefício: péssimo; a diária de quase 400 reais para tudo isso; não vale a pena;" a não ser que você queira ficar de frente com o aeroporto.""";3;;;;;;
14 de novembro de 2022;Péssimo !;;Paguei 380,00 em uma noite no íbis. Liguei e me informaram que não tinha transporte fornecido pelo hotel para buscar os hóspedes, mas depois vi em site, que sim, há disponíveis. No quarto não tinha água e quando pedi para levar, disseram que não tinham serviço de quarto e que eu teria q descer para buscá-la. O Quarto é minúsculo e pelo valor, deveria ter ao menos conforto equiparado. Estava com várias malas pesadas e ninguém me pode me ajudar a descê-las, alegando que não tinha serviço de quarto. O elevador também é minúsculo ! No checkout, não me deram o recibo em papel ! Péssimo !;1;;;;;;
13 de novembro de 2022;Satisfatório;Localização;Check in muito lento. A intenção de se hospedar nesse hotel, se deve ao fato de ser em frente ao aeroporto, porém a demora para conseguirmos fazer o check in, é enorme.;6;;;;;;
10 de novembro de 2022;Hotel muito bem localizado com atendimento ótimo;limpo, confortável e silencioso;;10;;;;;;
10 de novembro de 2022;excelente;hotel novinho;o preço poderia ser um pouco mais justo! 😃;10;;;;;;
26 de outubro de 2022;Excelente estada;Ambiente limpo, organizado e bonito. Café muito bom.;Sem comentários.;10;;;;;;
26 de outubro de 2022;Excepcional;Ótimo;;10;;;;;;
25 de outubro de 2022;Decepcionante;localização;toalhas furadas, lençóis duros, quarto apertado;4;;;;;;
23 de outubro de 2022;Ruim;;Custo benefício é péssimo;3;;;;;;
23 de outubro de 2022;Ruim;;Sem arrumação do quarto e troca de toalhas;3;;;;;;
21 de outubro de 2022;Td perfeito!;Viagem de dois dias a trabalho e atendeu bem ao propósito! Café da manhã bom, quarto silencioso e confortável, internet boa, localização boa… atravessando a avenida, está no aeroporto. Stuff atencioso.;;10;;;;;;
19 de outubro de 2022;Excepcional;LOCALIZAÇÃO EXECELENTE.;;;;;;;;
"PRÓXIMO AO EROPORTO""";CHECK IN;10;;;;;;;;
18 de outubro de 2022;a estadia foi ótima, exceto o estacionamento;limpeza e proximidade do aeroporto;Do estacionamento, só um manobrista para buscar os carros, você perde mais de 20 minutos aguardando.;10;;;;;;
17 de outubro de 2022;custo-beneficio ruim, pois você paga muito caro para não ter conforto;quarto limpo;falta de itens básicos, como sabonete;6;;;;;;
14 de outubro de 2022;esperava mais;;cama ruim, colchão fino e desliza o lençol.;;;;;;;
"localização das tomadas distantes da cama.""";6;;;;;;;;;
13 de outubro de 2022;Ótima opção em frente ao aeroporto;Serviço padrão Ibis, eficaz e muito funcional. Destaque para o serviço de transfer que o hotel oferece junto a cooperativa de táxi local, fazendo com que a chegada fosse muito rápida, mesmo já sendo madrugada.;;;;;;;;
Ao sair do hotel; esqueci um item no quarto. Consegui me comunicar facilmente com a equipe;" que guardou para mim com todo cuidado e me devolveu quando voltei dias depois.""";nada relevante.;10;;;;;;
11 de outubro de 2022;muito bom;tudo;tudo;10;;;;;;
10 de outubro de 2022;Aceitável;Localização próxima ao aeroporto e as licadoras de carros!;Cheiro de mofo muito forte e barulho!;5;;;;;;
6 de outubro de 2022;Aceitável;Acomodações razoáveis.;Em razão de conexão em Recife, ao fazer minha reserva para pernoitar naquela cidade, equivocadamente, reconheço, antecipei a reserva de minha estadia em 24h. Por esse motivo, paguei 2 diárias ao hotel, embora tenha passado menos 10h naquele estabelecimento. A recepcionista disse-me que eu poderia reaver a diária não usufruída mediante solicitação via e-mail. No entanto, em resposta à minha solicitação pedem a comprovação de algo que eu não posso comprovar. Afinal, como eu disse, equivoquei-me no agendamento da data de minha estadia em Recife. Em sendo assim, a meu ver, caberia à Administração do hotel apenas ser razoável e estornar o valor pago em dobro..;5;;;;;;
5 de outubro de 2022;Excepcional;Nossa foi incrível uma experiência que me fez me sentir em casa... tudo perfeito quero voltar Dinovo foi perfeito;;10;;;;;;
4 de outubro de 2022;Péssimo;localizacao;cobraram add por pessoas sendo que a reserva ja estava com o nr certo de pessoas;1;;;;;;
3 de outubro de 2022;Excepcional;Recepcionistas atenciosas, as meninas do café da manhã alto astral ;;;;;;;;
;" muito educadas e atenciosas.""";Até agora minha nota fiscal não chegou!;10;;;;;;;
27 de setembro de 2022;Praticidade e bom custo-beneficio;Café da manhã bom. Pedi uma omelete com salada no jantar, estava incrível. ;;;;;;;;
;;;;;;;;;;
"A equipe do restaurante é bastante solicita e gentil.""";Achei que o mamão poderia ser servido sem casca no café da manhã. Senti falta de uma opção de proteína (frango ou carne de sol).;10;;;;;;;;
27 de setembro de 2022;;;;1;;;;;;
26 de setembro de 2022;Excepcional;Tudo;Nada;10;;;;;;
25 de setembro de 2022;hospedagem ótima custo benefício maravilhoso;limpeza ,localização ótima ao lado do aeroporto;;10;;;;;;
18 de setembro de 2022;ótima opção;limpeza e educação dos funcionários;;10;;;;;;
16 de setembro de 2022;Excelente;Tudo bem limpo e confortável. Eu fiquei apenas uma noite pois perdi uma parte do meu voo. O hotel fica pertinho do aeroporto e tem convênio com os táxis do aeroporto que te levam e trazem por 10 reais o trajeto (tem que ter reserva para ganhar o desconto). Servem o café a partir das 4 horas da manhã e ninguém fica sem café. Excelente para quem precisa ficar perto do aeroporto;Nada.;10;;;;;;
12 de setembro de 2022;Excepcional;hotel excelente, cama muito boa, gostei bastante, toalhas e roupa de cama muito limpinhas, e o café também é muito bom !;;10;;;;;;
12 de setembro de 2022;excelente localização;Conforto e localização;não teve nada que não gostei;10;;;;;;
11 de setembro de 2022;Excepcional;Prático para conexão com Aeroporto;;10;;;;;;
10 de setembro de 2022;;;;5;;;;;;
10 de setembro de 2022;Estadia razoável, localização supera as outras coisas;Localização ótima, chuveiro ótimo;Faltou tapioca de carne seca, quarto muito pequeno, Wi-Fi ruim pra dividir com outra pessoa;6;;;;;;
7 de setembro de 2022;Excepcional;cama boa ambiente agradável!;;10;;;;;;
3 de setembro de 2022;Péssima!;;Quarto extremamente quente, cheio de mosquitos, noite péssimamente mal dormida por causa dos mosquitos e do calor.;;;;;;;
Estranhamente achei que teria táxi pago para o aeroporto e fui surpreendido com o facto de ter de pagar. Não é pelo valor;" é pela situação.""";1;;;;;;;;
1º de setembro de 2022;Excepcional;Atendimento muito gentil e eficiente.;;;;;;;;
"Instalações bem cuidadas. Decoração bonita.""";Realmente nada a desejar.;10;;;;;;;;
29 de agosto de 2022;eu recomendo;receptividade, conforto, atendimento;;10;;;;;;
28 de agosto de 2022;Muito satisfeita!;Maravilhoso 😍;O jantar;10;;;;;;
28 de agosto de 2022;Bom;Chuveiro muito bom, e hotel localizado muito próximo ao aeroporto;Nada;10;;;;;;
27 de agosto de 2022;Ótimo custo benefício para quem está de passagem;Estrutura do hotel nova e bem cuidada;Não vi nada negativo. Mesmo próximo do aeroporto, você não escuta barulho de avião.;10;;;;;;
22 de agosto de 2022;ótima estadia, recomendo!;conforto;senti de hidratante corporal;10;;;;;;
22 de agosto de 2022;Excepcional;;.;10;;;;;;
22 de agosto de 2022;Satisfatório;Conforto e limpeza;O restaurante é péssimo, atendimento e comida ruins;6;;;;;;
21 de agosto de 2022;maravilhosa;confortável e limpa;xxxx;10;;;;;;
19 de agosto de 2022;Ótimo hotel para quem quer ou precisa ficar próximo ao aeroporto;quarto confortável e fincional;;10;;;;;;
17 de agosto de 2022;ótima estadia;Excelente, nada a reclamar;Não houve experiência negativa;10;;;;;;
15 de agosto de 2022;Estadia ótima para quem está de passagem rápida por Recife e pretende pegar voo sem stress.;Acomodação simples e prática, com tudo que precisa, na frente do aeroporto. Tem café da manhã no hotel muito bom, contratando a parte.;Tudo bom, só facilitaria tomada ao lado da cama;10;;;;;;
14 de agosto de 2022;Péssimo;Fiz a reserva mais o hotel não tinha disponibilidade, informaram que foi um erro da Booking.;;1;;;;;;
14 de agosto de 2022;perfeito.;Acomodacoes limpinhas, muito bem organizadas, com todas as coisas que você pode precisar disponíveis. Fazer o checkin foi excepcional, ressalvas para a Ingrid que foi hiper paciente e me ajudou muito com todas as dúvidas que eu tinha.;;10;;;;;;
10 de agosto de 2022;Pernoitei pq não havia outra soluçao...;O cafe da manha foi o pior...Péssima qualidade!;;4;;;;;;
10 de agosto de 2022;Ruim;;Banheiro do quarto sujo, cheio de cabelo jogado… cheiro de mofo no prédio e no quarto. Pior ibis que ja fiquei na vida;3;;;;;;
9 de agosto de 2022;custo benefício;localização, a questão do transfer aeroportox hotelx aeroporto foi determinante.;;10;;;;;;
5 de agosto de 2022;serviço ruim;padrão Íbis, dentro da expectativa;acomodação ok mas serviço do restaurante ruim. Atendentes apressando os hóspedes no jantar. Esqueceram de mandar fazer o meu pedido. Fui jantar quase 1 hora depois do pedido feito, restaurante estava vazio.;6;;;;;;
4 de agosto de 2022;Aceitável;Bom, já foi melhor;;5;;;;;;
2 de agosto de 2022;Excepcional;Tudo;Nada;10;;;;;;
1º de agosto de 2022;atendimento horrível;fiz uma reserva pois viaja com criança então iria ficar de 16 as 21 h apenas para dar apoio e minha filha jantar. chegando lá não fui avisado com deveria reservar o restaurante e o q eles me explicaram eh q como teve voo cancelado estava cheio então decidiram fazer sistema de agendamento, só q não me avisaram chegando lá pra jantar fui informado por um bando de funcionários mal educados q não poderia pois não tinha agendado. resumo minha filha comeu um misto ruim q nem comeu todo. minha filha tem três anos;nada;1;;;;;;
30 de julho de 2022;Excepcional;Excelente localização e custo benefício. Foi perfeito.;;10;;;;;;
29 de julho de 2022;Satisfatório;Conforto e localização;.....Demora no atendimento para a janta.;;;;;;;
;;;;;;;;;;
Hotel poderia disponibilizar um tranfer para o aeroporto com um valor acessível. ;;;;;;;;;;
"Aeroporto é perto e ao mesmo tempo longe para ir a pé""";6;;;;;;;;;
26 de julho de 2022;Razoável;;Travesseiros ruins, quarto super pequeno, alimentação caríssima no hotel (fiquei chocada kit kat custa 10,00), não tinha toalha de rosto no quarto, não tem academia, realmente bem básico, serve apenas para dormir e ficar bem pouco tempo.;5;;;;;;
20 de julho de 2022;Péssimo;Localização;Funcionários agressivos. Um sistema que só permite usar o elevador com a chave do quarto. Café da manhã a parte e com poucas opções. Estacionamento terceirizado e sem nenhuma flexibilidade nem para colocar as malas no carro.;1;;;;;;
14 de julho de 2022;Aceitável;;Muito barulho da ventilação no quarto;5;;;;;;
14 de julho de 2022;Excepcional;Muito bom o café da manhã!;Demorei um pouco para fazer o chekin apenas uma recepcionista quando cheguei as 01:00;10;;;;;;
14 de julho de 2022;Excepcional;O fato de ser em frente ao aeroporto;Café da manhã muito simples;10;;;;;;
14 de julho de 2022;Excepcional;Quarto limpo e confortável. Localização excelente, em frente ao aeroporto. Excelente restaurante e café da manhã bastante variado. Ótimo atendimento.;Nada a declarar;10;;;;;;
8 de julho de 2022;Excepcional;Limpeza;Localização e facilidade;10;;;;;;
8 de julho de 2022;confortável, preço justo, boa localização.;custo-beneficio, funcionários excelentes e profissionais.;;10;;;;;;
6 de julho de 2022;Ruim;Sou deficiente.;;;;;;;;
E respeito a forma inteligente e prática.;;;;;;;;;;
Porém; não tem acessibilidade.;;;;;;;;;
Nem todo mundo tem esse preparo.;;;;;;;;;;
A linha inteligente que vcs querem seguir.;;;;;;;;;;
Deve além de praticidade ser humana também.;;;;;;;;;;
Sim.;;;;;;;;;;
Ao menos que visem dinheiro.;;;;;;;;;;
"Porque qualidade abrange humanidade...""";Da falta de acessibilidade...;3;;;;;;;;
2 de julho de 2022;Decepcionante;Localização e horário extendido do café da manhã.;O banheiro estava completamente sujo. O vaso e a respectiva tampa estavam com bastante respingos de urina, sujo de fezes, com odor de banheiro não lavado há certo tempo.;4;;;;;;
28 de junho de 2022;Perfeito para quem precisa ficar perto do aeroporto;Quarto limpo, silencioso, cama confortável com travesseiros e cobertor extra. Banheiro com um chuveiro.;nada a reclamar;10;;;;;;
25 de junho de 2022;recepção lotada funcionários mal humorado;;banheiro sujo;4;;;;;;
24 de junho de 2022;Deixou muito a desejar em relação a serviço. Estrutura ok.;Estrutura padrão ibis. Atendentes da recepção ótimos.;Limpeza do quarto, tinha comida velha no frigobar. Péssimos atendentes do restaurante e comida bem sem gosto, parecia de hospital.;6;;;;;;
23 de junho de 2022;ótima;café da manhã e cama confortável;;10;;;;;;
22 de junho de 2022;Excepcional;Tudo ok!!;Atendimento do bar não havia ninguém nunca para.atender e não tem suco de frutas de polpa o que é um diferencial!! Do mais tudo ok!!;10;;;;;;
18 de junho de 2022;estratégia de logística;proximidade do aeroporto;extremamente pequeno o quarto;6;;;;;;
17 de junho de 2022;Ruim;Localização;Quarto apertado ;;;;;;;
Cama desconfortável;;;;;;;;;;
Banheiro molha todo. ;;;;;;;;;;
"Não vale o preço""";3;;;;;;;;;
11 de junho de 2022;Ok;É perto do aeroporto;Diária cara para um quarto super simples, cama pequena e sem café da manhã.;5;;;;;;
10 de junho de 2022;Não recomendado;Proximidade do aeroporto;Da higiene. Havia lodo (já escuro) nas paredes do banheiro, o chão grudento (dava nojo de andar descalço) e a cama cheirava ácaro. Péssima experiência. Já nos hospedamos em várias oportunidades no Ibis, mas em Recife, ficamos decepcionados.;;;;;;;
Obs: isto ocorreu na ida e na volta de nossa viagem;" em quartos distintos do mesmo hotel.""";2;;;;;;;;
10 de junho de 2022;praticidade e ótimo isolamento acústico;localização e conforto;nada;10;;;;;;
8 de junho de 2022;Apenas ok;limpeza e localização;Custo benefício muito baixo. tinha acabado de chegar de Lisboa. La paguei menos e tive café da manhã.;5;;;;;;
3 de junho de 2022;Decepcionante;A proximidade com o aeroporto;A limpeza é bem ruim;4;;;;;;
3 de junho de 2022;Péssimo;Fiz uma reserva de um quarto com duas camas de solteiro, foi confirmado e no check in foi entregue comuma cama de casal. Eramos duas pessoas do sexos masculino. E a funcionário que atendeu foi muito grosseira;;1;;;;;;
3 de junho de 2022;Aceitável;A localização é excelente, principalmente para quem tem longas conexões ou vôos de madrugada, mas não tem nenhum benefício ou auxílio pra hóspedes nessa situação;Muito caro para a qualidade, muito apertado, já me hospedei em hotéis da rede muito melhores e com valores muito mais acessíveis, além de não oferecer nenhum serviço que auxilie hóspedes em trânsito do aeroporto como meia estadia, alimentação fora do horário...;5;;;;;;
2 de junho de 2022;Excepcional;da cama e muito confortável , chuveiro quentinho e a recepção com profissionais muito simpáticas;;10;;;;;;
28 de maio de 2022;ruim;perto do aeroporto;o piso tava tão cheio de pano passado com sabão;;;;;;;
"que estava escorregadio . não tinha táxi para levar passageiros em dia de chuva .e os funcionários nem aí""";3;;;;;;;;;
27 de maio de 2022;Perdeu a características de bom custo benefício!;Localização. Proximidade com aeroporto.;Já fiquei outras vezes, era muito melhor. Caiu muito a qualidade do Hotel. Não tem mais um bom custo benefício. Valor de hotel 4 estrelas e ainda sem café da manhã incluso, e sem contrapartida para o hóspede. Ar condicionado sem controle remoto. Nenhuma água de boas vindas. Frigobar vazio/desligado, naquele método compra na recepção. Pedimos coberta/edredom não levaram, precisamos descer na recepção para pegar.;6;;;;;;
25 de maio de 2022;Excepcional;Hotel oferece o padrão Ibis, fomos sabendo o que esperar. A localização é boa para quem precisa ir e vir do aeroporto de maneira fácil e rápida;A comida do restaurante não estava muito boa no jantar. Pedimos um frango grelhado com legumes que estava com pouco tempero e gosto de queimado.;10;;;;;;
25 de maio de 2022;Satisfatório;O café da manhã.;A cama não é confortável, e falta produtos de higiene.;6;;;;;;
24 de maio de 2022;Excelente hotel;Reserva feita para um casal que passava lua de mel. O hotel preparou uma surpresa para eles a pedido. Obrigado pela atenção;;10;;;;;;
21 de maio de 2022;Excelente;Oferecem translado do aeroporto para o hotel por meio de convênio com a companhia de táxi do aeroporto e ocretorno é tabelado em RS 10,00;Nada;10;;;;;;
21 de maio de 2022;Boa;Café da manhã muito bom. A localização é ótima , menos de 10min do aeroporto.;;10;;;;;;
12 de maio de 2022;muito show;tudo;;10;;;;;;
9 de maio de 2022;Excepcional;;Preço alto;10;;;;;;
4 de maio de 2022;Ruim;Localização;Cobraram o estacionamento enquanto fazia o check in 10 minutos pois entregaria o carro na locadora.;;;;;;;
;;;;;;;;;;
Jantar desorganizado;" poucas pessoas para atender .""";3;;;;;;;;
2 de maio de 2022;Excepcional;Atendimento dos funcionários, localização, conforto e café da manhã, todos nota 10!;;10;;;;;;
2 de maio de 2022;Não ficamos satisfeitos;Rapidez check-in;Cheiro do quarto;4;;;;;;
1º de maio de 2022;Melhor opção para uma estadia próxima ao aeroporto.;O quarto estava muito limpo, os itens oferecidos, desde toalhas, travesseiros, cobertores, shampoo, sabonete foram suficientes e de boa qualidade. O silêncio e o isolamento acústico do quarto foi um dos pontos principais. Café da Manhã com bastante opção e gostosos.;A passarela de acesso ao aeroporto não pode ser utilizada pelos hóspedes e, caso o hóspede decida ir a pé, será necessário atravessar uma avenida com grande fluxo de carros.;10;;;;;;
30 de abril de 2022;Excepcional;Hotel silencioso e super perto aeroporto;;10;;;;;;
29 de abril de 2022;Perfeito;Tudo otimo para casal em lua de mel;;10;;;;;;
29 de abril de 2022;ótima;conforto, limpeza e educação dos funcionários !;;10;;;;;;
25 de abril de 2022;Aceitável;;Quarto estava extremamente sujo, com uma CUECA de algum hóspede anterior no box do chuveiro do banheiro.;5;;;;;;
25 de abril de 2022;Localização excelente e limpeza impecável.;Quarto muito limpo e localização excelente.;;10;;;;;;
