data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
18 de novembro de 2024;Razoável pra baixo;Localização;Quarto com limpeza a desejar, ar condicionado sem funcionar bem, barulhento e controle sem funcionar;6;;;;;;
17 de novembro de 2024;Muito bom;Instalações e localização.;Café da manhã poderia ser melhor;8;;;;;;
10 de novembro de 2024;Bom;Funcionário da recepção muito educados, boa localização.;Café da manhã muito fraco, sem variedade, não prepara uma tapioca. Nem ovo frito. Decepcionante.;7;;;;;;
8 de novembro de 2024;Bom;;Café da manhã razoável, com poucas opções, e inclusive com limitação da quantidade de ovos que podem ser solicitados por pessoa.;7;;;;;;
7 de novembro de 2024;Hotel ideal para viagens rápidas.;Da localização, da cama confortável e da recepção que foi renovada recentemente.;Do café da manhã limitado, do ar condicionado com a pá quebrada e o controle sem funcionar.;8;;;;;;
4 de novembro de 2024;Muito bom;Boa estrutura do hotel, equipe atenciosa e gentil, excelente café da manhã, estacionamento seguro.;As toalhas podiam estar em melhores condições e cheirosas.;8;;;;;;
2 de novembro de 2024;Foi um custo benefício , médio;Chuveiro, travesseiro e cama;Cafe da manha, localização (ruas circunvizinhas);6;;;;;;
2 de novembro de 2024;Fantástico;Localização;;9;;;;;;
29 de outubro de 2024;Não vale o que cobram. Se hóspede em outro.;Localização;Ar condicionado sujo e barulhento;;;;;;;
Água com aspecto de suja com ferrugem. ;;;;;;;;;;
Cama de casal são duas de solteiro unidas. Péssima experiência. ;;;;;;;;;;
Ar condicionado mal posicionado no quarto.;;;;;;;;;;
"Não há cobertor.""";6;;;;;;;;;
28 de outubro de 2024;Admirando o mar com minha princesa;De tudo, principalmente o café da manhã;Xxxxxxxxxxx;9;;;;;;
28 de outubro de 2024;Pelo preço, acredito que não vale muito a pena hoje em dia.;.;Precisa de uma manutenção geral no prédio, buracos no teto, poeira nas televisões e etc..;6;;;;;;
23 de outubro de 2024;foi legal;hotel limpo, confortavel;o café muito basico.;8;;;;;;
20 de outubro de 2024;Não atendeu às expectativas;Localização;Café da manhã péssimo! Pelo prrço da estadia tenho certeza que o hotel poderia oferecer algo melhor!;7;;;;;;
17 de outubro de 2024;Bom;Localização;Muito barulho;7;;;;;;
13 de outubro de 2024;entrega o que propõem;perto do aeroporto;frigobar não funcionava;9;;;;;;
12 de outubro de 2024;Bom;Localização;Limpeza;7;;;;;;
12 de outubro de 2024;Muito bom;Quarto bem gostoso e confortável, nao muito espaçoso mas ok. Banheiro bem limpo.;A vista não ajudou muito já que caia numa varanda e tinha lixo. O café poderia melhorar! Os sucos muito aguados, sem gosto e poucas opções.;8;;;;;;
11 de outubro de 2024;Conforto e ótima localização;Quarto muito aconchegante, roupas de cama maravilhosas e cama extremamente confortável;;9;;;;;;
4 de outubro de 2024;Os funcionários super atenciosos , a senhora sa cozinha tb, almocei dois;Achei o café bom, não tinha muita variedade, mas agrada.vale o custo beneficio;Sobre o café ainda , por não ter muita variedade, demorava para repor, e se fosse tomar o café às 9hs, não tinha muita coisa ou melhor não era reposto .;9;;;;;;
30 de setembro de 2024;Muito bom;Funcionários prestativos, o Hotel é limpo e agradável. Entrega o prometido.;;8;;;;;;
29 de setembro de 2024;Satisfatório;Localização. Funcionários simpáticos e atenciosos.;Café limitado. Quarto pequeno. Cama e travesseiros desconfortáveis.;6;;;;;;
25 de setembro de 2024;Lazer BV;localização, café da manhã, funcionários;estacionamento. não consegui vaga coberta;8;;;;;;
25 de setembro de 2024;Ótimo custo benefício;Ótima localização, instalações boas e um bom café da manhã.;;8;;;;;;
16 de setembro de 2024;Bom;;Ar condicionado modelo velho fiquei doente, embora sou acostumada a usar ar-condicionado;7;;;;;;
15 de setembro de 2024;Satisfatório;;O banheiro tinha papel utilizado por outros hóspedes, sinal que não foi limpo ou não foi corretamente higienizado. Nos corredores e no quarto há um cheiro forte de mofo.;6;;;;;;
8 de setembro de 2024;Muito bom;Localização, custo-benefício e atendimento;As camas são um pouco curtas e o quarto é pequeno;8;;;;;;
31 de agosto de 2024;Aceitavel;Localização;Banheiro;8;;;;;;
29 de agosto de 2024;Fantástico;Das instalações relativamente novas, da proximidade de supermercados e mercados locais e do ótimo atendimento.;Do café da manhã um pouco limitado;;;;;;;
26 de agosto de 2024;Avaliação positiva;Atendimento, localização, higiene;Os travesseiros muito duros;8;;;;;;
22 de agosto de 2024;Razoável;;As camas são muito desconfortáveis pois tem um “buraco” no meio delas, como que alguém muito pesado dormiu e elas perderam a forma. O café da manhã é simples mas o horário que eles retiram os itens do café da manhã não foi legal, o horário que termina o café é às 10h mas às 09:30 o pessoal retira a comida e nesses 30 min ainda dá pra comer alguma coisa e eles não permitem. Os funcionários do café não são corteses e não nos trataram muito bem, meio cara fechadas.;6;;;;;;
21 de agosto de 2024;Muito boa;Gostei do atendimento, da cozinha, do quarto, pena que fiquei apenas 1 dia, quando voltar ao Recife pretendo me hospedar no Enseada novamente.;Tudo estava bom;9;;;;;;
19 de agosto de 2024;Hotel muito bom e ideal para viagens curtas a negócio.;Da localização, apesar de não ser tão próximo da orla de Boa Viagem. Do quarto confortável, do atendimento e do café da manhã gostoso e com itens de café regional.;Apesar de gostoso, o café poderia ser mais diversificado. O box, no quarto em que me hospedei, estava emperrado (o que gerou desconforto).;8;;;;;;
12 de agosto de 2024;Bom custo benefício para passar pouquíssimos dias;Preço e chuveiro.;;;;;;;;
"Café da manhã estava bom também.""";Cama.;8;;;;;;;;
10 de agosto de 2024;Bom para 1 ou 2 dias no máximo;Sabonete e shampoo, chuveiro muito bom! Ponto alto;Falta travesseiro extra e cobertor;7;;;;;;
1º de agosto de 2024;Muito bom;Localização.;Da falta de um cobertor para dormir.;8;;;;;;
1º de agosto de 2024;Bom;É um boa opção para quebrar um galho!! foi assim que usei para quebrar um galho . É um hotel indicado apenas para quem vai a trabalho e precisa economizar.;Assim que chegamos o quarto estava com um odor muito forte de mofo, a cama não é confortável, o café da manhã bastante simples sem muitas opções e os edredons que foram solicitados na recepção estavam com um cheiro muito forte de suor, de usado além do tamanho provavelmente cortaram um edredon ao meio tornando dois!;7;;;;;;
27 de julho de 2024;Enseada bv;Da limpeza do quarto, do hotel;Acho q poderiam deixar um cobertor.;9;;;;;;
27 de julho de 2024;Satisfatório;O funcionário da recepção sao bastante atencioso, prestativo.;Café da manhã sem muitas opções, poderia ter mais opções.;;;;;;;
O quarto que eu fiquei foi perfeito;" so estava sem lençol onde a recepção conseguiu resolver rápido.""";6;;;;;;;;
26 de julho de 2024;Razoável;Excelente localização, a disponibilidade de ter um restaurante dentro do hotel, o café da manhã atende necessidades básicas, ter restaurantes próximos ao hotel.;Cama não confortável, roupa de cama insuficiente, manta de frio tem que pegar na recepção (que por sinal é uma manta pequena), no momento da limpeza do quarto não é realizada a troca da toalha de banho, acesso pela escada é complicado, visto que nos corredores estão camas e roupas de cama espalhadas pelo chão, não possuir estacionamento.;6;;;;;;
26 de julho de 2024;Satisfatório;Limpeza;Cama de casal pequena;6;;;;;;
19 de julho de 2024;Hotel adequado para viagens curtas a trabalho e estudos;Do atendimento dos funcionários, das instalações relativamente novas e da proximidade de supermercados.;Do café da manhã com pouca variedade e da cadeira do quarto, que oferece pouco conforto pra quem quer trabalhar no hotel.;9;;;;;;
12 de julho de 2024;Desconfortável;Localização;Café, quarto e banheiro antigos;6;;;;;;
11 de julho de 2024;Muito boa;Café da manhã muito.variado e saboroso;;9;;;;;;
11 de julho de 2024;Hotel ok, mas poderia melhorar , café da manhã ok, mas nada demais;Localização;Quarto com muito cheiro de umidade;6;;;;;;
9 de julho de 2024;Bom custo-benefício para a localização.;Sem dúvida a localização foi o ponto forte para minha reserva. Embora não seja à beira-mar, é perto o suficiente e num bairro com algumas comodidades, inclusive bem próximo ao shopping. O custo-benefício é outro ponto forte, considerando as opções próximas.;Achei as comodidades de modo geral abaixo das minhas expectativas. O ar condicionado não estava bem limpo, a cama não era muito confortável, os lençóis mal cabiam na cama e o restaurante (tanto para café da manhã como para jantar) era relativamente limitado.;6;;;;;;
7 de julho de 2024;Fantástico;O custo benefício é bom, café muito bom. Próximo a mercados e farmácias, tem almoço e janta.;;9;;;;;;
7 de julho de 2024;No geral agradável e indico para meus amigos;Preço e localização;A troca de toalhas de banho a cada 3 dias somente.;;;;;;;
Quando as fizeram diariamente;" não repunham a tolha de rosto.""";7;;;;;;;;
29 de junho de 2024;Voltarei sempre.;Da Localização;Gostei de tudo;9;;;;;;
29 de junho de 2024;Razoável;Localização;Cama dura, café da manhã bem simples;6;;;;;;
24 de junho de 2024;Satisfatório;Só dá limpeza;Atendimento, café da manhã, chuveiro elétrico com vazamento, ter que pegar um lençol na portaria. Ele não sobem para entregar.;6;;;;;;
18 de junho de 2024;Satisfatório;a acomodação estava limpa;estacionamento, tive que deixar na rua, e por sorte, encontrei um lugar próximo, o café da manhã poderia ter mais sortimento;6;;;;;;
14 de junho de 2024;Melhor custo benefício;Da localização,;Café da manhã simples, banheiro pequeno.;9;;;;;;
6 de junho de 2024;Bom;;O lugar do café da manhã extremamente abafado.;7;;;;;;
5 de junho de 2024;tranquilo;frutas;tamanho do dormitório;8;;;;;;
26 de maio de 2024;Bom;;Bem antigo e necessita de modernizacao;7;;;;;;
26 de maio de 2024;Bom custo benefício;Café da manhã;Faltava tomadas próximo a cama e luminária tb . Iluminação de modo geral do quarto era insuficiente;7;;;;;;
23 de maio de 2024;Bom;;Limpeza deficiente;7;;;;;;
21 de maio de 2024;Bom;Localização e atendimento;Café da manhã muito fraco;7;;;;;;
21 de maio de 2024;Muito bom;Atendimento e localização;O café da manhã não é bom, muito simples e demora na reposição;8;;;;;;
18 de maio de 2024;Fantástico;Localização;Reposição do café da manhã. Cheguei as 07:45 hs, bandejas quase todas vazias, sem nada....;9;;;;;;
6 de maio de 2024;Café da manhã;Muito confortável;Café da manhã muito simples, pelo valor que se paga o café da manhã é o mais simples que já tive em hospedagem;9;;;;;;
26 de abril de 2024;Bom;;As janelas do apartamento abertas possibilidade de mosquito entrar;7;;;;;;
18 de abril de 2024;Satisfatório;Da gentileza dos funcionários;Cheiro de mofo nos quartos e travesseiro muito alto;6;;;;;;
15 de abril de 2024;A estadia foi razoavel. Nao tem um otimo custo beneficio;Gostei dos funcionarios e da localizacao;Quarto apertado para 3 pessoas, restaurante com opcoes de refeicao e espaco do restaurante nao convidativo pra convivencia;6;;;;;;
14 de abril de 2024;Muito bom;Atendimento;1 - Não ter estacionamento, deixar o carro na rua ;;;;;;;
2 - banheiro não tinha box;" molhava todo""";8;;;;;;;;
6 de abril de 2024;Bom;Localização;Cama velha, custo benefício;7;;;;;;
3 de abril de 2024;hotel bem simples;localização boa com restaurantes bons próximos;o cheiro do refeitório estava ruim;7;;;;;;
28 de março de 2024;Boa;Localização;Cama de casal separada;8;;;;;;
26 de março de 2024;Muito bom;Quarto confortável;Café da manhã é fraco, poucas opções.;8;;;;;;
25 de março de 2024;Muito bom;Localização e acessibilidade;Colchão;8;;;;;;
24 de março de 2024;Bom custo benefício;Localização;;7;;;;;;
18 de março de 2024;Razoável estadia;;Se vc for precisar chegar mais cedo do que a reserva, por motivos de voo mais barato etc não recomendo esse hotel. Eles não tem um lugar que você possa trabalhar e nem ficar esperando. Tem uma bancada super desconfortável, não tem um cafezinho e nem uma bolachinha na recepção como é de praxe de tantos hotéis, tomei um cafezinho daqueles de cápsula que custava 4,90. ;;;;;;;
Nao tem haver com as instalacoes mas e bom vc saber que não tem almoço perto peça ifood.;;;;;;;;;;
Achei um custo beneficio caro porque não tem piscina nem academia.;;;;;;;;;;
As meninas do café são excelentes;" me trataram com muita alegria e amor pelo que fazem.""";8;;;;;;;;
13 de março de 2024;Muito bom;O quarto atende bem a expectativas;;8;;;;;;
13 de março de 2024;Bom;Um bom café da manhã, localização boa para meu destino.;;7;;;;;;
12 de março de 2024;Muito bom;Hospedagem rápida, mas pelo valor acho que poderia ser melhor;;8;;;;;;
11 de março de 2024;Satisfatório;Café da manhã bom, mas com pouca variedade;;;;;;;;
11 de março de 2024;Muito bom;Localização, café, preço.;;8;;;;;;
10 de março de 2024;Muito bom;Cama, tamanho do banheiro e TV;Café da manhã;8;;;;;;
2 de março de 2024;Boa estadia.;Colocar mais opções no café da manhã. Ponto positivo foi a equipe de atendimento, tanto na recepção quanto na hora do café. Solícitos e prestativos. Parabéns à todos.;Poucas opções no café da manhã pelo preço que foi pago. Sugestão é colocar um cesto de lixo no banheiro melhor. Disponibilidade de álcool 70 nos quartos. Trocar roupa de cama e toalhas diariamente e arrumação tbm.;7;;;;;;
29 de fevereiro de 2024;Bom;Localização e limpeza top !;As camas estão muito a desejar não sei os demais quartos o 807 precisa ser trocadas !;7;;;;;;
25 de fevereiro de 2024;Atendeu a necessidade;No geral o hotel possui um bom custo benefício. O pessoal foi bastante cordial. Possui estacionamento. E bom café da manhã.;O ar condicionado do quarto estava vazando água. Nem pedimos conserto nem mudança de quarto porque só passamos uma noite e o hotel estava lotado por causa do carnaval. Achei pouca a disponibilidade de tomadas no quarto. E a água da pia as vezes saía um pouco escura no começo.;8;;;;;;
23 de fevereiro de 2024;Localização boa, limpeza a desejar;Hotel razoável. Ficamos apenas uma diária. A limpeza deixa bastante a desejar, quarto com cheiro de mofo, banheiro com cheiro de cloro. Café da manhã bom;Não gostei do cheiro do quarto e do banheiro.;7;;;;;;
18 de fevereiro de 2024;Bom;Localização de fácil acesso. Estrutura boa. Atendimento bom.;Split deu defeito. Controle da tv com problemas, O café com poucos itens.;7;;;;;;
17 de fevereiro de 2024;Fantástico;Localização, quarto;Café da manhã muito fraco, poucas opções.;;;;;;;
Serviço de camareira em pleno carnaval batendo insistentemente na porta as 9h da manhã. Não sossegando abriu a porta tirando toda minha privacidade;" que inclusive estava sem roupa.""";9;;;;;;;;
15 de fevereiro de 2024;Muito bom;Instalação;;8;;;;;;
14 de fevereiro de 2024;esperava mais;Ar condicionado potente, chuveiro forte e quente, tv boa;Não tinha lençol de elástico, ainda solicitei ao recepcionista mas ele informou que não trabalha com lençol de elastico, ou seja, a gente acordava com o colchão totalmente descoberto (o lencol sem elastico e pequeno para a cama). o edredom tivemos que solicitar mas MUITO pequeno (acho que é infantil) e muito fino, passamos frio! e o café da manhã deixa muito a desejar, só tem o basico do basico mesmo! *não tem piscina e o estacionamento é rotativo, entao vc pode chegar e simplesmente nao ter vaga mais;7;;;;;;
13 de fevereiro de 2024;Primeira não, última vez;Apenas a limpeza do quarto;Foi o primeiro hotel q fui no nordeste que não tinha tapioca, entre outros itens q tem em todo hotel, como pão de queijo, salsicha no molho, leite. Quarto básico com cama de casal pequena, nenhuma tomada perto da cama e ar condicionado pingando.;6;;;;;;
13 de fevereiro de 2024;ótima!;O café, apesar de pouca variedade, é muito bom.;Os armarios do quarto são estreitos;9;;;;;;
13 de fevereiro de 2024;Bom Hotel para passar a noite;Hotel proximo ao aeroporto. ;;;;;;;;
"Funcionou bem para passar a noite pois chegamos de madrugada para sairmos no outro dia para ir para porto de galinhas. Cafe da manha bem satisfatorio.""";A unica parte ruim é que nao tinha quarto para familia. Éramos 2 adultos e duas crianças e ficamos em quarto separados mas bem próximos.;7;;;;;;;;
11 de fevereiro de 2024;Bom local para ser hospedar mas sem luxo;Limpeza, localização e gentileza dos funcionários. Café da manhã bom!;Não havia vagas para estacionamentos. Camas não são confortáveis e quarto é pequeno.;7;;;;;;
11 de fevereiro de 2024;Fantástico;Excelente localização, ótima limpeza de quarto.;;9;;;;;;
11 de fevereiro de 2024;Gostei bastante, tudo muito limpo Café da manhã muito bom;Confortável;;9;;;;;;
8 de fevereiro de 2024;atendeu minhas expectativas. Recomendo sobretudo pelo preço e localização .;Hotel simples, Mas bem limpo. Café da manha bom. Pessoal simpáticos e atenciosos, o silencio na localidade do hotel. ;;;;;;;;
Pertinho de bons restaurantes; bares;" aeroporto. 250 metros da praia.""";Custo beneficio é justo e não tenho absolutamente nada a lamentar ou reclamar.;8;;;;;;
4 de fevereiro de 2024;Muito bom;Localização;Camas desconfortáveis;8;;;;;;
